Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Packets Looked Up,Packets Matched
286,6318312,6318118,284,116,4,556,4202199,111,433290,6303287,433290,6303287,433290,4340,4251
263,6315243,19594,202,81,4,556,556,4,0,0,0,0,0,845,753
11,946,7362,52,36,0,0,893,7,0,0,0,0,0,286,202
1124,150765,25377977,2038,1611,2,278,278,2,0,0,0,0,0,9264,9038
473,12615548,6336635,531,146,0,0,556,4,0,0,0,0,0,6143,6037
3623,31819712,44412042,3756,2476,2,278,4779,66,0,0,0,0,0,16454,16326
1158,25311472,19036721,1545,256,62,4369,3283548,91,498972,4989720,498972,4989720,498972,5489,5385
323,29502,12630053,574,126,92,6190,322,3,0,0,0,0,0,118670,118574
141,19008,31559372,1347,161,2,278,280,2,0,6303435,0,6303435,0,2737,2638
134,17938,3540590,65371,146,4,556,602,5,0,0,0,0,0,131162,131056
3085,44322685,19078935,1905,1621,4,556,560,4,0,0,0,0,0,11364,11150
90,12053,81475,1315,86,2,278,5626,101,0,0,0,0,0,2851,2766
506,12627352,6339483,553,171,4,556,556,4,0,0,0,0,0,1656,1541
735,12644641,23692,180,206,41,3275,560,4,0,0,0,0,0,1669,1576
2087,6408717,6424055,2194,131,98,5292,6051,103,475,95418,475,95418,475,4508,4413
140101,26452501,26232481,135711,266,0,0,280,2,0,0,0,0,0,278463,278355
4100,63283023,231782,1706,2516,2,280,556,4,0,0,0,0,0,12478,12338
4976,63396784,63370594,4577,3156,4,560,560,4,0,0,0,0,0,12526,12356
862,6346716,57945,902,66,167,2369860,9046,144,1779,39775,1779,39775,1779,1899,1797
395,6332578,19826263,133597,266,2,278,2757964,76,0,0,0,0,0,134775,134670
341,6315124,6404881,1005,973,0,0,280,2,0,0,0,0,0,3906,3783
128,17880,18132,134,151,2,278,278,2,0,0,0,0,0,2194,2089
180,17496,6313592,247,66,77,5792,5515172,143,0,0,0,0,0,433,370
2157,12833081,25456631,2745,2252,4,556,556,4,688,6889,688,6889,688,9210,9131
120,15831,9500303,59139,126,3,348,297402,5504,0,0,0,0,0,59467,59375
790,12637034,24588538,1021,136,95,6266,5646466,152,0,0,0,0,0,1913,1853
535,18911322,17187845,408012,867,0,0,560,4,0,0,0,0,0,641935,641817
1246,19003676,6412470,1125,981,4,560,560,4,0,0,0,0,0,4101,3979
12241,246327532,25530902,3355,3017,3,320,556,4,0,0,0,0,0,29470,29231
605,39333,11061,81,76,96,5524,556,4,0,0,0,0,0,2036,1938
1958,6410143,6403202,1859,116,97,5578,5578,97,507,84456,507,84456,507,7672,7587
69818,3782427,10078631,69859,146,5030,271960,271960,5030,0,0,0,0,0,140259,140199
75,10199,44597,681,66,5,759,6109,104,540,26244,540,26244,540,2364,2276
2370,12727230,6438591,2413,156,106,6064,6106,107,0,0,0,0,0,9231,9135
499,6342927,55651,561,366,4,556,556,4,0,0,0,0,0,1932,1822
2446,6436911,19066528,3122,151,97,5408,5408,97,496,114372,496,114372,496,5828,5715
4847,107288059,117736749,250301,2460,0,0,280,2,0,0,0,0,0,662355,662220
372,45447,42267,309,457,4,556,556,4,0,0,0,0,0,1961,1853
3809,94626936,69727874,5595,3127,0,0,560,4,0,814,0,814,0,22863,22636
1334,19008808,25344120,1978,982,4,556,556,4,0,0,0,0,0,7314,7153
285707,112910744,25544967,305439,2000,2,278,556,4,730,6310592,730,6310592,730,959585,959452
173,23456,23734,175,211,4,556,556,4,0,0,0,0,0,2120,2010
3429,6495965,6473097,3096,171,136,8417,5632,98,491,148446,491,148446,491,13102,13011
1327,82080,24850,238,141,101,5810,556,4,0,0,0,0,0,3805,3701
3933,63279032,82195684,4963,2056,4,556,556,4,0,0,0,0,0,13421,13291
6490,132649551,185287,1363,2002,2,278,278,2,0,0,0,0,0,11793,11565
5760,88569715,31799895,3335,2517,4,556,556,4,0,0,0,0,0,15718,15575
342,6325929,22440,165,196,4,556,556,4,0,0,0,0,0,1664,1561
650,18919170,6347623,666,181,47,1576258,3147,39,0,0,0,0,0,1464,1404
3080,44338777,44383777,3737,1927,105,3939654,4396,58,631057,6310571,631057,6310571,631057,9891,9767
382,36492,20896,149,186,3,320,278,2,0,0,0,0,0,1803,1700
312,37961,43646,378,356,2,278,278,2,0,0,0,0,0,1668,1552
120,16352,16352,120,131,5,759,759,5,0,0,0,0,0,2058,1954
2714,69392625,61412639,410392,1327,0,0,322,3,0,0,0,0,0,650079,649953
209,21218,6317226,274,111,2,278,278,2,0,0,0,0,0,128438,128347
1310,37839123,12813572,2186,1757,0,0,560,4,0,0,0,0,0,4685,4606
2086,50475419,38102739,3538,2417,0,0,560,4,0,0,0,0,0,7241,7157
1004,12679041,12670562,884,602,2,278,278,2,0,0,0,0,0,3260,3151
316639,101471398,70159087,317671,1977,0,0,556,4,0,0,0,0,0,996832,996708
34224,1855027,2173975,40130,81,5,598,598,5,0,0,0,0,0,74498,74400
349694,14771605,40451162,211821,1277,4,556,560,4,0,0,0,0,0,649357,649231
123689,106149876,127031994,321228,2757,2,278,556,4,0,6303353,0,6303353,0,1008251,1008116
796,18929421,12716650,1344,896,0,0,278,2,0,0,0,0,0,6028,5915
118479,17630868,51117710,316337,997,2,278,556,4,0,0,0,0,0,983031,982915
1008,31536182,26810,254,161,2,280,278,2,0,0,0,0,0,5081,4977
835,12669396,60100,445,621,4,556,556,4,0,0,0,0,0,3027,2902
23831,1292364,18113,199,56,4,556,556,4,0,0,0,0,0,24144,24056
97,13673,21240,213,106,4,556,556,4,0,0,0,0,0,2126,2027
149,19570,23234705,87621,166,5,598,6204638,5630,0,0,0,0,0,171935,171837
2302,12722738,126804,2123,116,100,5740,5848,102,502,102926,502,102926,502,4606,4502
120896,61869021,76447904,318265,1697,2,278,556,4,0,0,0,0,0,993396,993272
301,6312286,6329204,423,146,0,0,556,4,0,0,0,0,0,5565,5464
111,14681,3024679,55790,116,4,556,598,5,0,0,0,0,0,108139,108048
219,21926,6317522,277,111,2,278,278,2,0,0,0,0,0,1184,1098
997,18943252,25378670,2098,1496,0,0,556,4,0,0,0,0,0,9387,9267
638,18918359,6344005,641,141,0,0,560,4,0,0,0,0,0,2414,2315
739,6357379,12638177,582,291,2,278,278,2,0,0,0,0,0,3284,3184
2020,31656326,122351,918,1296,4,560,556,4,0,0,0,0,0,6378,6246
784,18938366,6332120,449,176,2,278,278,2,0,0,0,0,0,2759,2655
1508,37852747,25340145,1965,836,0,0,280,2,0,7549,0,7549,0,6476,6363
1599,44150406,19107686,2367,1516,0,0,560,4,0,0,0,0,0,10014,9886
56328,15638211,22654,230,111,142,5645887,6429,91,820,8209,820,8209,820,106582,106491
3828,44420876,75986768,5431,2646,4,556,280,2,0,0,0,0,0,23756,23528
334,23146,18929492,671,146,0,0,560,4,0,0,0,0,0,149733,149630
2357,19144336,68850934,4706,2366,4,556,5515364,149,0,0,0,0,0,14321,14188
407,6326886,6412494,1993,121,4,556,5810,101,-8019,0,-8019,0,-8019,4367,4272
162,21248,21526,164,186,3,320,320,3,0,0,0,0,0,1568,1466
1041,25244778,29213,319,116,144,5646169,5651,77,489,4896,489,4896,489,93847,93747
187,6304464,28262,270,171,0,0,556,4,0,0,0,0,0,7025,6930
1054,31529967,6405460,1225,641,0,0,278,2,0,0,0,0,0,3057,2985
1016,6401637,25306638,1461,897,2,280,280,2,0,0,0,0,0,3011,2937
65,9036,8994,64,56,4,556,556,4,0,0,0,0,0,495,408
139,18536,18510,133,156,4,556,556,4,0,0,0,0,0,72020,71910
844,6350142,19116824,1270,281,0,0,278,2,0,0,0,0,0,4235,4131
3340,44367198,56985874,3862,2212,4,556,556,4,0,0,0,0,0,9743,9581
1876,19003619,75785086,3330,1256,0,0,560,4,0,0,0,0,0,6088,6011
2619,44297004,19114078,2368,1707,83,6064,6039976,153,328275,6303288,328275,6303288,328275,9524,9397
4948,107295022,124049134,250539,2560,0,0,280,2,0,0,0,0,0,663593,663458
4531,100975294,101224115,6333,2706,0,0,280,2,0,0,0,0,0,24607,24478
2845,25467917,69582182,4336,2336,4,556,556,4,0,0,0,0,0,14095,13963
1831,37871618,44367196,3360,2162,71,4686,5907970,143,0,0,0,0,0,15376,15153
191,18376,10893,77,76,4,556,556,4,0,0,0,0,0,431,339
111945,18636506,18659302,112105,216,84,3151521,2975,39,0,0,0,0,0,224891,224829
353,6315690,6643788,574,141,23,1514,264544,29,0,0,0,0,0,2213,2112
408,6319616,12634534,617,161,18,1465,263817,19,52607,6303287,52607,6303287,52607,1267,1198
5512,107333703,162582193,418794,2307,0,0,278,2,0,0,0,0,0,1001250,1001116
2328,136496,17838,127,151,98,5462,278,2,721,7219,721,7219,721,5702,5592
3556,82027134,75939544,4983,2322,0,0,278,2,0,0,0,0,0,10144,9982
718,25215309,47779,577,136,0,0,278,2,0,0,0,0,0,131071,130973
362,29424,11481,99,76,40,3208,556,4,0,0,0,0,0,910,803
817,108329,6419209,1118,1132,6,510,278,2,0,0,0,0,0,5240,5046
294,6319794,23834,227,131,5,759,759,5,0,0,0,0,0,1766,1664
135,17882,56260,697,146,4,560,2747,33,475,115992,475,115992,475,5402,5296
48,3516,21012,198,146,0,0,560,4,0,0,0,0,0,1934,1837
573,74456,6377487,717,792,4,556,560,4,0,0,0,0,0,6111,5996
84,11219,11163,85,76,5,598,598,5,0,0,0,0,0,35450,35346
7796,126495772,113819460,6359,3116,5,598,602,5,0,0,0,0,0,26052,25824
120,15831,95745,1601,126,2,278,5574,100,486,79164,486,79164,486,2155,2052
25670,7688246,7886087,29340,66,78,2627287,3717,46,0,0,0,0,0,55015,54960
1193,37829298,6437866,1527,952,0,0,280,2,0,0,0,0,0,5648,5484
4468,82096139,143621060,417675,2097,0,0,598,5,-630328,0,-630328,0,-630328,997631,997501
2302,6428628,17508,133,141,100,5740,556,4,496,107028,496,107028,496,5122,5019
3549,44390758,63307350,4155,2357,54,3983,4596005,120,498925,6303353,498925,6303353,498925,16483,16349
4092,69563817,56972559,3966,1792,2,278,278,2,0,0,0,0,0,15542,15316
11,942,9238,68,61,0,0,348,3,0,0,0,0,0,133,79
187,6304484,24003,238,126,0,0,278,2,0,0,0,0,0,1808,1711
173,23262,6334034,452,206,4,556,556,4,0,0,0,0,0,2812,2709
2337,44196472,63295236,4072,2302,0,0,556,4,0,0,0,0,0,15372,15151
705,6350668,31707400,4111,196,17,1691,138063,115,13696,6462371,13696,6462371,13696,5151,5049
386,6323820,6322633,368,86,2,278,278,2,0,0,0,0,0,854,759
2204,25395319,38020307,2810,1741,2,278,280,2,0,0,0,0,0,13237,13023
848,18939465,6340074,609,106,69,2364415,3605,46,0,0,0,0,0,1752,1652
1094,6406148,90126,720,901,58,3974,280,2,0,0,0,0,0,5284,5120
186,6304411,19018,197,76,0,0,560,4,0,0,0,0,0,1802,1708
2109,37911125,25283357,1428,434,95,6436,280,2,564593,5645938,564593,5645938,564593,4782,4624
188,6304574,24087,233,136,0,0,280,2,0,0,0,0,0,1809,1712
395,6332380,28049,200,261,5,759,759,5,0,0,0,0,0,137938,137814
5200,88532774,75925386,4841,2222,4,556,556,4,0,0,0,0,0,14670,14449
3413,50639235,31697759,2393,1691,2,278,280,2,0,0,0,0,0,12598,12384
957,12658250,19076965,3357,171,46,3604,2369383,161,249961,6441095,249961,6441095,249961,4572,4471
1053,31541206,12266624,110136,211,4,556,301277,5556,0,0,0,0,0,111507,111391
4932,126159628,94982572,6797,3297,0,0,560,4,0,0,0,0,0,26608,26376
4107,50737000,69600948,4390,2696,2,278,278,2,0,0,0,0,0,13229,13089
1542,6475174,25380105,1986,1707,4,560,560,4,0,0,0,0,0,4347,4268
2237,44189896,56973400,3766,2092,0,0,556,4,0,0,0,0,0,13353,13137
114065,18751088,18442668,108093,211,2,84,644,6,0,0,0,0,0,224210,224115
93059,5039461,21442,162,186,2,278,278,2,0,0,0,0,0,191099,190995
3216,75718589,73525234,248165,1940,144,5776945,6893,98,0,0,0,0,0,656373,656246
105,14277,14319,106,111,2,280,280,2,0,0,0,0,0,218,161
350112,14866552,99242689,159389,2790,4,556,4202668,119,420203,4202034,420203,4202034,420203,666847,666712
166,21928,6332113,442,186,4,560,278,2,0,0,0,0,0,182210,182106
173,23650,24012,177,216,2,278,278,2,0,0,0,0,0,5208,5092
1591,95325,31577,350,126,100,5574,278,2,0,0,0,0,0,2155,2052
4111,6516301,236973,4170,136,190,10260,10540,192,945,218487,945,218487,945,8363,8301
177336,7485405,12607656,299370,760,4,556,556,4,0,0,0,0,0,947835,947711
280071,18095038,19095087,303954,740,4,556,278,2,0,7351,0,7351,0,947779,947655
142,18796,18950925,982,156,5,602,598,5,0,0,0,0,0,1622,1519
1596,36256056,31727100,2737,1786,126,4727122,5592,80,0,0,0,0,0,11272,11152
832,6388527,81642,593,897,4,556,278,2,-630328,0,-630328,0,-630328,4966,4851
473,12615533,6336914,533,146,0,0,560,4,0,0,0,0,0,1564,1466
5771,101132495,12791329,1893,1752,5,436,278,2,0,0,0,0,0,15078,14852
6391,101210808,25460030,2706,2356,2,278,278,2,0,0,0,0,0,18962,18823
1110,18950972,31623924,1845,877,0,0,560,4,0,0,0,0,0,6137,6019
1795,243974,31781176,2987,2646,2,278,278,2,0,0,0,0,0,15817,15578
113009,31294423,55411,638,216,3,320,278,2,0,0,0,0,0,113981,113877
75,10065,58577,911,66,5,759,9046,144,1779,39775,1779,39775,1779,1677,1583
437,12618867,26996,310,86,2,280,280,2,774,7747,774,7747,774,2399,2344
12,1032,10039,74,66,0,0,759,5,0,0,0,0,0,521,428
2870,25477672,31797772,3282,2567,2,278,278,2,0,0,0,0,0,16424,16201
68,9202,17209,188,56,4,560,556,4,0,0,0,0,0,382,293
5784,12903783,12923283,5922,176,191,10314,10594,193,1031,6590440,1031,6590440,1031,12275,12181
2793,163999,37984028,3825,166,99,5686,5690,99,0,0,0,0,0,7519,7425
5957,113752376,75959822,5318,2272,2,278,278,2,0,0,0,0,0,20803,20564
231150,50273020,6334644,407,291,5437,293770,278,2,0,0,0,0,0,233705,233593
2050,56764357,25404530,2621,1256,104,4070369,4731,63,430,7615,430,7615,430,11107,10986
314,38597,40517,338,366,4,556,560,4,0,0,0,0,0,3210,3105
43,5983,5983,43,26,6,640,640,6,0,0,0,0,0,14093,14004
246,25845,6321218,300,151,26,2139,657646,28,0,0,0,0,0,804,704
3117,63129525,82227970,4885,2252,0,0,560,4,0,0,0,0,0,15288,15158
200,19721,12683020,1627,86,2,278,5624,101,513,6366803,513,6366803,513,1981,1882
3389,75730783,69635863,4933,2427,0,0,560,4,0,0,0,0,0,17819,17687
2240,56808941,6411598,1282,712,4,556,560,4,0,6303287,0,6303287,0,4600,4483
177427,114605241,44310514,153161,1635,4,556,560,4,0,0,0,0,0,651785,651661
3419,82018032,69703392,5278,3047,0,0,280,2,0,0,0,0,0,12103,11936
11,926,13333,97,101,0,0,556,4,0,0,0,0,0,193,139
840,6363856,31562390,1314,276,4,556,556,4,0,0,0,0,0,2432,2364
1780,6507355,25455171,2839,2072,4,556,556,4,0,0,0,0,0,7872,7736
11,926,10359,77,66,1,70,829,6,0,0,0,0,0,151,92
1098,18948078,31641015,1977,1092,0,0,560,4,0,0,0,0,0,7152,6981
2059,280670,31817872,3251,3056,2,278,278,2,0,0,0,0,0,17512,17273
277,28413,19228,137,166,4,556,556,4,0,0,0,0,0,3544,3444
90,12409,86157,1455,91,4,556,10982,197,0,0,0,0,0,3284,3187
66921,16217152,24945519,917,146,6,640,6040420,161,0,0,0,0,0,68078,67964
167,22622,12938249,6202,201,2,278,798931,217,0,0,0,0,0,13079,12974
238,24927,6328300,413,141,4,556,626,5,0,0,0,0,0,78397,78282
186,6304417,28586,271,176,0,0,278,2,0,0,0,0,0,874,810
8055,126514429,158001986,8532,2816,99,3677119,4265,56,370,7153,370,7153,370,23691,23552
6297,126343245,181673,1337,1962,2,278,278,2,0,0,0,0,0,11522,11294
336,31863,12631487,579,146,4,556,556,4,0,0,0,0,0,2105,2013
327,28671,12951,96,96,2,278,280,2,0,0,0,0,0,1161,1071
120903,61869897,76448738,318271,1707,3,320,556,4,0,0,0,0,0,993530,993406
776,12655651,12664130,896,437,2,278,556,4,695,6953,695,6953,695,1820,1754
138,18204,18162,137,146,4,560,560,4,0,0,0,0,0,138284,138222
744,6376295,69688,507,762,4,556,556,4,0,0,0,0,0,3788,3674
186858,39476389,36695419,120926,2230,4,560,560,4,0,0,0,0,0,515754,515666
1127,25258493,6341781,520,281,2,278,278,2,0,0,0,0,0,3266,3166
3782,88340443,93007239,411982,1937,0,0,560,4,0,0,0,0,0,658197,658070
116,15667,12622619,465,126,2,278,2757947,76,0,0,0,0,0,1808,1711
5294,132475282,101291046,7089,3287,0,0,556,4,0,0,0,0,0,14613,14447
1938,264030,120150413,7005,2876,2,278,4119,56,0,0,0,0,0,24239,24100
3217,44323217,56931420,3608,1306,63,4731,4202195,111,0,0,0,0,0,10350,10219
4263,69596848,94809803,5363,2136,4,556,556,4,0,0,0,0,0,14248,14117
1795,12740315,50517264,2201,762,96,3545845,4533,60,564560,6303287,564560,6303287,564560,5604,5489
6634,120099759,87947247,6021,2316,94,6516,5646572,151,630148,6302288,630148,6302288,630148,20659,20531
2483,56789612,56941251,3591,1632,0,0,560,4,0,148,0,148,0,14596,14380
970,101278,78869,653,762,4,556,556,4,0,7945,0,7945,0,4046,3919
2688,50517010,75937839,4695,2536,131,5251817,5787,79,0,0,0,0,0,18814,18678
94272,30253069,21008,154,181,5570,302093,556,4,0,0,0,0,0,95505,95405
120361,49242928,70116735,317782,1557,4,556,278,2,0,0,0,0,0,991835,991711
1733,37865130,38059876,3160,2112,0,0,556,4,0,0,0,0,0,14459,14240
1430,12671896,11197,83,76,101,5794,560,4,0,0,0,0,0,3113,3028
1542,31578340,6355630,714,286,5,626,556,4,0,0,0,0,0,3009,2883
765,18926997,12650321,835,176,110,4332909,4055,55,446419,6303305,446419,6303305,446419,1917,1824
310,33139,24946,190,221,4,556,556,4,453,186462,453,186462,453,9007,8894
454,6334484,31909,298,211,4,556,556,4,0,0,0,0,0,1683,1588
352720,46514053,97443296,216046,2977,4,556,280,2,0,0,0,0,0,675562,675425
352,42667,39487,289,427,4,556,556,4,0,0,0,0,0,1784,1678
379,6324089,29521,334,101,4,556,556,4,0,0,0,0,0,2895,2795
950,59114,10161,73,66,150,9418,763,5,0,0,0,0,0,2310,2214
128,8977,6326683,353,201,0,0,278,2,0,0,0,0,0,1686,1592
117256,31526621,18950199,117372,236,4,556,3802,49,0,0,0,0,0,235312,235209
1811,25270070,56999302,3795,2557,0,0,556,4,0,6303355,0,6303355,0,13696,13571
349683,14806678,76061969,158206,2130,4,556,560,4,0,0,0,0,0,657982,657851
91,12289,6315642,264,91,4,556,556,4,0,6303353,0,6303353,0,520,423
3335,25501369,44392085,3572,2316,4,556,556,4,0,0,0,0,0,9208,9127
4184,63296102,38063750,3170,2171,8,788,644,6,0,0,0,0,0,15667,15442
145,19370,19732,149,166,4,556,556,4,0,0,0,0,0,1165,1058
1305,19014000,19035440,1610,1081,139,5514637,278,2,0,0,0,0,0,5752,5623
120,16380,6475018,3168,131,5,759,10741,190,0,0,0,0,0,6686,6582
2849,75688606,44411768,4004,2192,0,0,280,2,0,2664,0,2664,0,15871,15646
158351,14862851,14868146,158422,191,8156,440764,440764,8156,0,0,0,0,0,317115,317012
148,19722,19444,146,166,5,598,598,5,0,0,0,0,0,3155,3053
4743,82201001,63296829,4306,2002,2,278,278,2,0,0,0,0,0,17072,16844
61,8480,6311907,235,51,4,556,556,4,0,6303353,0,6303353,0,405,312
3611,38090836,229266,1656,2537,147,5777435,556,4,0,0,0,0,0,14757,14628
188,6304558,17160377,407695,737,0,0,560,4,0,0,0,0,0,640691,640573
123272,106110641,97456541,320156,2527,54,3876,1970928,68,132150,1321509,132150,1321509,132150,1005466,1005331
179798,146258444,163474076,289955,2327,2,278,560,4,0,0,0,0,0,665538,665403
2196,25386849,25381365,2112,1561,2,280,280,2,0,0,0,0,0,6789,6633
55,7872,7924,57,46,2,280,278,2,0,0,0,0,0,344,258
3359,69436741,97043450,411701,1777,74,4904,4071118,114,0,0,0,0,0,656346,656220
853,99224,12721677,1410,907,4,556,560,4,0,0,0,0,0,7029,6911
361,12607919,17174106,407851,807,0,0,280,2,0,0,0,0,0,641401,641283
713,12632228,19030632,1549,1081,0,0,278,2,0,0,0,0,0,6434,6316
252,25903,6328212,415,146,5,598,7590,111,0,0,0,0,0,1001,891
3456,68133078,88507374,4917,1916,132,4989662,5464,78,0,0,0,0,0,9673,9595
95996,11494395,17790905,96042,196,1202,65248,65248,1202,0,0,0,0,0,192624,192564
2858,75689480,44412438,4006,2222,0,0,556,4,0,0,0,0,0,16034,15811
699,12601324,18943642,875,156,0,0,602,5,0,0,0,0,0,2141,2043
51,7116,7116,51,36,5,763,763,5,0,0,0,0,0,25673,25621
333,37960,12645135,683,286,4,556,556,4,0,0,0,0,0,3266,3156
472,50766,6347743,552,417,4,556,560,4,0,0,0,0,0,1683,1576
531,12631067,6354185,744,211,4,556,560,4,0,0,0,0,0,2248,2140
3333,63196303,56914855,3483,1242,4,556,556,4,0,0,0,0,0,10824,10610
1531,37851686,25351770,2075,1022,1,70,556,4,49,490,49,490,49,4346,4226
383,12609010,39546,437,204,0,0,280,2,0,0,0,0,0,1068,958
2348,19114796,200076,1446,2212,4,556,556,4,0,0,0,0,0,12030,11902
391,5793909,12627841,552,116,153,5777456,6438,93,0,0,0,0,0,1159,1069
1648,19037340,6407928,975,1081,2,278,278,2,0,0,0,0,0,4292,4161
904,6396490,86410,659,927,2,280,278,2,0,0,0,0,0,3839,3715
77955,16812319,17009375,81611,156,5122,276928,276928,5122,0,0,0,0,0,159855,159795
963,6396289,6455939,632,156,5,598,560,4,0,0,0,0,0,2028,1927
744,47701,47895,744,96,97,5408,5408,97,518,34884,518,34884,518,1648,1542
671,6349065,31702,296,216,3,320,7378,110,0,0,0,0,0,2142,2039
10261,195871882,293132,2139,3197,8,788,556,4,14,148,14,148,14,18156,17911
178764,133581721,56945095,153761,1860,4,556,560,4,0,7219,0,7219,0,654792,654668
1517,19019828,90950,713,942,4,362,510,6,0,0,0,0,0,3503,3339
159,21348,21180,155,186,2,278,278,2,0,0,0,0,0,92440,92333
317,6293170,6330637,430,166,4,556,556,4,0,0,0,0,0,5717,5654
882,54097,10983,83,76,96,5524,556,4,0,0,0,0,0,2362,2263
660,6334980,33253,506,36,200,12441,6039,103,518,20413,518,20413,518,1238,1151
22535,1221688,7840,55,46,1413,76460,278,2,0,0,0,0,0,22786,22687
370,6322789,14364372,32732,86,2,278,278,2,0,0,0,0,0,33389,33335
1057,25247722,6457394,2760,156,4,556,5728,100,11950,119502,11950,119502,11950,7017,6908
2237,12844201,25467751,2825,2377,4,556,556,4,0,0,0,0,0,9923,9843
2083,50471650,38038943,3112,1742,0,0,278,2,0,0,0,0,0,11082,10869
1442,81373,12686019,1661,106,94,5076,5636,98,475,64584,475,64584,475,3181,3126
267,6316631,21171,212,101,45,1314278,2614,31,238,7812,238,7812,238,1621,1525
996,18952795,20162,150,171,4,556,556,4,0,0,0,0,0,1998,1887
2504,138954,12748041,2747,166,95,5130,5686,99,475,120690,475,120690,475,5652,5590
406,34628,18220,170,136,2,278,280,2,0,0,0,0,0,1822,1723
997,18943252,25365326,2002,1346,0,0,556,4,0,0,0,0,0,9093,8973
3322,88303136,50787900,4811,2847,0,0,560,4,46,8436,46,8436,46,20166,19940
2701,75678878,38067501,3525,1752,0,0,280,2,0,0,0,0,0,13260,13046
772,101427,19025665,1514,1081,2,278,278,2,0,0,0,0,0,6278,6105
2924,50594695,19085249,2154,1412,4,556,556,4,0,0,0,0,0,11803,11583
237,24375,16394,121,131,46,3742,759,5,0,0,0,0,0,5145,5032
895,18945682,6338872,543,171,4,556,560,4,0,0,0,0,0,2167,2072
1281,172767,6490824,1633,1887,4,556,560,4,0,0,0,0,0,12119,11995
57,7924,7924,57,46,2,278,278,2,0,0,0,0,0,392,309
12,1012,13569,101,101,0,0,560,4,0,0,0,0,0,873,777
182734,203508164,239233335,293302,3017,32,395834,1950,27,0,0,0,0,0,676231,676094
127,8855,6314644,257,76,0,0,560,4,0,0,0,0,0,3113,3028
180619,158907373,195025848,291190,2537,2,278,280,2,0,0,0,0,0,668410,668274
1435,25454720,12822575,1181,326,4,556,556,4,0,0,0,0,0,4366,4263
4069,63281441,31740609,2802,2021,4,556,560,4,0,0,0,0,0,14772,14556
1788,6502658,31704454,2311,1937,4,560,560,4,0,0,0,0,0,5206,5126
306547,38249300,176182295,290242,2987,2,278,556,4,787,7879,787,7879,787,1011545,1011410
179149,146193791,56950415,153799,1920,4,556,560,4,0,0,0,0,0,655750,655625
2329,44200251,80477494,414830,1367,0,0,278,2,0,0,0,0,0,988987,988863
1565,6481304,163315,1213,1782,4,560,556,4,0,0,0,0,0,6437,6305
4146,107232494,69756862,5916,3287,0,0,560,4,0,6303366,0,6303366,0,25185,24954
4411,94727195,118485,883,1262,2,278,278,2,0,6302552,0,6302552,0,7826,7610
581,6337765,16671,156,126,4,556,348,3,0,0,0,0,0,1545,1442
534,6337923,6347412,669,171,4,556,560,4,0,0,0,0,0,2754,2650
2950,44237002,101142876,5300,2657,63,4158,5382612,129,0,0,0,0,0,18205,17982
189,25486,19074653,3220,231,4,556,5852,102,529,130815,529,130815,529,6877,6781
12,996,17352,127,141,1,70,556,4,0,0,0,0,0,664,565
711,47196,31114,477,56,126,7775,5632,98,513,22032,513,22032,513,1714,1623
2557,50508047,69572021,4074,1877,0,0,560,4,0,6303287,0,6303287,0,11825,11701
3218,50651157,38087952,3501,2182,4,556,556,4,0,0,0,0,0,14686,14553
120,15831,22892,218,126,4,556,280,2,0,0,0,0,0,652,564
116,8168,6319298,296,126,1,70,320,3,0,0,0,0,0,512,456
1132,18952108,31570364,1436,271,92,6349,6171248,156,0,0,0,0,0,3842,3739
1983,31634202,84366,644,876,4,556,556,4,0,0,0,0,0,5764,5647
664,18926873,23666,262,116,5,626,556,4,0,0,0,0,0,1324,1219
3032,38045745,25466234,3082,1926,4,556,556,4,0,0,0,0,0,13896,13776
1786,44163382,31773237,3146,2212,1,70,556,4,0,0,0,0,0,10316,10191
245,24881,6328447,421,136,2,278,348,3,0,0,0,0,0,1706,1596
95690,5170998,17704698,94504,196,1460,78840,79400,1464,0,0,0,0,0,190360,190298
1477,12742874,19077391,2104,1276,4,556,556,4,0,0,0,0,0,7802,7676
191,18546,12670065,1394,76,4,556,5906,103,635449,6354491,635449,6354491,635449,2729,2632
334,41239,42637,352,427,4,556,556,4,0,0,0,0,0,1380,1264
307,33727,6336971,474,236,4,556,556,4,0,0,0,0,0,2577,2475
99,13369,13285,97,101,4,556,556,4,0,0,0,0,0,3230,3168
2164,37939539,12725261,1466,937,2,278,278,2,0,0,0,0,0,5893,5765
531,6337505,25256482,1181,166,4,556,5908705,150,0,0,0,0,0,2367,2257
403,6319283,12598903,561,116,0,0,556,4,0,0,0,0,0,1445,1354
1623,44152003,19084394,2202,1276,0,0,556,4,0,0,0,0,0,5298,5221
1070,25237768,19046585,1786,1122,0,0,278,2,0,0,0,0,0,8959,8771
4520,63348846,50731454,4002,2786,2,280,280,2,0,0,0,0,0,11478,11311
135,17952,6321457,310,146,4,556,556,4,0,6303287,0,6303287,0,5483,5376
2093,285396,31829152,3384,3106,4,556,556,4,0,0,0,0,0,17746,17507
4558,82154158,50645153,3391,1756,4,556,556,4,0,0,0,0,0,12455,12335
715,12632070,18942799,878,131,0,0,763,5,0,0,0,0,0,1713,1645
